DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
"220817140,2022-11-05,2022-10-16,1200,West LA,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",62,F,C,,Invest Cont,2700    GREENFIELD                   AV"
220717421,2022-12-06,2022-11-30,2030,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,F,O,,Invest Cont,1100 S  LUCERNE                      BL
220119184,2022-08-26,2022-08-26,1800,Central,VIOLATION OF RESTRAINING ORDER,68,M,B,,Adult Other,900 E  6TH                          ST
220616722,2022-09-24,2022-09-23,0915,Hollywood,BIKE - STOLEN,42,M,O,,Invest Cont,6200    HOLLYWOOD                    BL
221819121,2022-10-15,2022-10-15,1140,Southeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),19,F,H,,Invest Cont,900 E  98TH                         ST
"221312506,2022-06-06,2022-06-06,0500,Newton,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",25,F,H,,Invest Cont,1100 E  27TH                         ST"
221312734,2022-06-11,2022-06-10,1300,Newton,THEFT OF IDENTITY,23,F,H,,Invest Cont,100 W  50TH                         ST
220513492,2022-09-08,2022-09-08,2040,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,32,F,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,1100 N  WILMINGTON                   BL
220411930,2022-08-11,2022-08-04,0728,Hollenbeck,VIOLATION OF RESTRAINING ORDER,43,F,H,,Invest Cont,100 S  SOTO                         ST
220416353,2022-12-15,2022-11-29,1200,Hollenbeck,BURGLARY FROM VEHICLE,29,M,W,,Invest Cont,400 S  ANDERSON                     ST
222016401,2022-10-27,2022-10-27,0450,Olympic,BURGLARY FROM VEHICLE,29,M,B,,Invest Cont,600 S  VIRGIL                       AV
"220813326,2022-08-15,2022-08-15,1830,West LA,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",39,F,W,,Invest Cont,300 N  BOWLING GREEN                WY"
221320994,2022-11-16,2022-11-16,0500,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,M,L,,Invest Cont,2400 S  GRAND                        AV
222110183,2022-06-06,2022-06-06,2005,Topanga,CRIMINAL THREATS - NO WEAPON DISPLAYED,41,F,H,VERBAL THREAT,Adult Arrest,20900    HART                         ST
220415172,2022-11-07,2022-11-07,1950,Hollenbeck,FALSE IMPRISONMENT,3,M,H,,Adult Arrest,100 S  ANDERSON                     ST
"222111351,2022-07-06,2022-06-07,0345,Topanga,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",23,M,H,,Adult Arrest,7800    OWENSMOUTH                   AV"
"220214247,2022-08-03,2022-07-26,2030,Rampart,BATTERY - SIMPLE ASSAULT,60,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,2300 W  OLYMPIC                      BL"
"220125540,2022-12-01,2022-12-01,0900,Central,ROBBERY,62,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,6TH                          ST"
220818097,2022-12-15,2022-12-15,1545,West LA,BURGLARY,35,M,W,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,2100 S  BENTLEY                      AV
220713017,2022-08-17,2022-08-17,0330,Wilshire,VIOLATION OF RESTRAINING ORDER,55,F,B,,Adult Arrest,4800 W  PICO                         BL
"221011684,2022-07-16,2022-07-15,0806,West Valley,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",46,F,W,,Invest Cont,17400    VENTURA                      BL"
221613878,2022-11-02,2022-11-02,1500,Foothill,THEFT OF IDENTITY,49,F,H,,Invest Cont,12000    OSBORNE                      ST
222117857,2022-12-17,2022-12-17,0238,Topanga,SHOTS FIRED AT INHABITED DWELLING,40,M,H,HAND GUN,Invest Cont,7900    FALLBROOK                    AV
"222015150,2022-09-18,2022-09-18,2003,Olympic,BATTERY - SIMPLE ASSAULT,31,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,3300 W  2ND                          ST"
"220600855,2022-08-08,2022-08-08,2240,Hollywood,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",26,M,W,HAND GUN,Invest Cont,YUCCA"
220117843,2022-08-08,2022-08-03,1840,Central,BURGLARY FROM VEHICLE,36,F,B,,Invest Cont,1200 S  HOPE                         ST
221315418,2022-08-03,2022-08-03,0915,Newton,INTIMATE PARTNER - SIMPLE ASSAULT,41,F,B,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,CENTRAL                      AV
230807518,2023-03-20,2022-02-01,1600,West LA,THEFT OF IDENTITY,21,M,W,,Invest Cont,11800    DOROTHY                      ST
220817948,2022-12-10,2022-12-08,0800,West LA,BURGLARY,84,F,W,,Invest Cont,14600    BESTOR                       BL
220117736,2022-07-23,2022-07-23,0823,Central,THEFT OF IDENTITY,25,F,H,,Invest Cont,900    NEW DEPOT                    ST
"221313194,2022-06-20,2022-06-20,1630,Newton,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",56,M,H,HAMMER,Adult Arrest,6900 S  BROADWAY"
"221817170,2022-09-09,2022-09-09,1500,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,36,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,100 E  111TH                        ST"
"222113365,2022-08-18,2022-08-04,1300,Topanga,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",48,M,H,MACE/PEPPER SPRAY,Adult Other,VARIEL"
"221715433,2022-10-31,2022-10-31,2300,Devonshire,BATTERY - SIMPLE ASSAULT,29,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,8800    HASKELL                      AV"
220516471,2022-11-30,2022-11-29,0945,Harbor,BURGLARY,61,F,W,,Invest Cont,3700    ROXBURY                      ST
221513516,2022-08-14,2022-08-14,1030,N Hollywood,OTHER MISCELLANEOUS CRIME,34,M,B,,Adult Other,5000    KLUMP                        AV
"221316525,2022-08-24,2022-08-24,1700,Newton,BATTERY - SIMPLE ASSAULT,30,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,200 W  VERNON                       AV"
220511504,2022-07-18,2022-05-17,1400,Harbor,BURGLARY,62,F,H,,Invest Cont,500 E  PACIFIC COAST                HY
231704889,2023-01-19,2022-12-06,0830,Devonshire,DOCUMENT FORGERY / STOLEN FELONY,88,F,W,,Invest Cont,16800    NANETTE                      ST
222113210,2022-08-18,2022-08-17,0219,Topanga,BURGLARY FROM VEHICLE,31,F,H,,Invest Cont,FRIAR
"221818062,2022-09-27,2022-09-27,1430,Southeast,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",67,F,H,,Invest Cont,9600 S  FIGUEROA                     ST"
222111435,2022-07-08,2022-07-06,2200,Topanga,BATTERY - SIMPLE ASSAULT,41,F,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,21200    OXNARD                       ST
231904911,2023-01-25,2022-12-06,1015,Mission,THEFT OF IDENTITY,26,F,H,,Invest Cont,12700    ENCINITAS                    AV
221112817,2022-08-18,2022-08-17,2330,Northeast,ROBBERY,19,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,3100    DREW                         ST
220910597,2022-06-21,2022-06-20,1100,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),53,F,W,,Invest Cont,4200    FULTON                       AV
"220510159,2022-06-13,2022-06-13,2100,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,72,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,300 N  PACIFIC                      AV"
"221917772,2022-12-09,2022-12-09,1200,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,50,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,12700    BROMONT                      AV"
221817317,2022-09-12,2022-09-11,2030,Southeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),24,F,H,,Invest Cont,200 W  CENTURY                      BL
221819948,2022-10-31,2022-10-25,1736,Southeast,THEFT OF IDENTITY,27,F,B,,Invest Cont,12000 S  VERMONT                      AV
"221113662,2022-09-08,2022-09-08,0640,Northeast,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",30,M,H,,Adult Arrest,300    FISHER                       ST"
220124162,2022-11-09,2022-11-08,1900,Central,BURGLARY FROM VEHICLE,25,M,H,,Invest Cont,1500 S  GRAND                        AV
221916788,2022-11-12,2022-11-12,1420,Mission,BRANDISH WEAPON,39,M,O,STICK,Adult Arrest,13600    FOOTHILL                     BL
220619631,2022-12-01,2022-12-01,0330,Hollywood,VEHICLE - ATTEMPT STOLEN,45,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1700 N  HIGHLAND                     AV
"220613474,2022-07-20,2022-07-20,1845,Hollywood,BATTERY - SIMPLE ASSAULT,83,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1600 N  WESTERN                      AV"
220312951,2022-06-28,2022-06-28,1630,Southwest,TRESPASSING,49,M,A,,Invest Cont,1300 W  MARTIN LUTHER KING JR        BL
230804027,2022-12-31,2022-12-17,0130,West LA,THEFT PLAIN - PETTY ($950 & UNDER),43,F,A,,Invest Cont,2100    FEDERAL                      AV
"220218547,2022-10-15,2022-10-15,2330,Rampart,ROBBERY,31,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,400 S  OCCIDENTAL                   BL"
"221816565,2022-08-30,2022-08-30,1245,Southeast,INTIMATE PARTNER - SIMPLE ASSAULT,45,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,700 E  108TH                        ST"
220316416,2022-09-07,2022-08-27,1910,Southwest,CRIMINAL THREATS - NO WEAPON DISPLAYED,37,M,B,VERBAL THREAT,Invest Cont,1500 W  MARTIN LUTHER KING JR        BL
"220122558,2022-10-15,2022-10-15,1055,Central,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",39,F,B,OTHER CUTTING INSTRUMENT,Invest Cont,500 S  SAN PEDRO                    ST"
220126041,2022-12-09,2022-12-08,1920,Central,BURGLARY FROM VEHICLE,51,M,W,,Invest Cont,200 S  BROADWAY
"221413060,2022-06-23,2022-06-22,2208,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),29,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,700    WORLD                        WY"
"220612360,2022-06-28,2022-06-27,1258,Hollywood,""BUNCO, GRAND THEFT"",28,F,O,,Invest Cont,8200 W  SUNSET                       BL"
"222117861,2022-12-16,2022-12-16,1315,Topanga,BATTERY - SIMPLE ASSAULT,25,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,6700    DE SOTO                      AV"
"220616928,2022-10-02,2022-10-02,0205,Hollywood,BATTERY - SIMPLE ASSAULT,24,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,6500    SANTA MONICA                 BL"
"220114911,2022-06-24,2022-06-24,1200,Central,BATTERY - SIMPLE ASSAULT,80,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,600 E  2ND                          ST"
"220114872,2022-06-24,2022-06-24,0730,Central,INTIMATE PARTNER - SIMPLE ASSAULT,67,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,1000    FIGUEROA                     TR"
"220909957,2022-06-05,2022-06-05,1250,Van Nuys,BATTERY - SIMPLE ASSAULT,27,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,7200    LENNOX                       AV"
220124922,2022-11-22,2022-11-22,2230,Central,ROBBERY,43,M,B,SEMI-AUTOMATIC PISTOL,Invest Cont,COTTAGE                      WY
"220615853,2022-09-12,2022-09-11,0300,Hollywood,BATTERY - SIMPLE ASSAULT,26,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,EL CENTRO"
220816933,2022-11-14,2022-11-14,1550,West LA,THEFT OF IDENTITY,26,F,O,,Invest Cont,11900    MISSOURI                     AV
"220910218,2022-06-12,2022-06-11,1200,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,63,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,7000    LENNOX                       AV"
"222011381,2022-06-21,2022-06-18,2000,Olympic,""BURGLARY, ATTEMPTED"",53,M,A,,Invest Cont,1900 S  WESTERN                      AV"
221319150,2022-10-11,2022-10-10,2300,Newton,BRANDISH WEAPON,23,F,H,HAND GUN,Invest Cont,47TH                         ST
220815547,2022-10-12,2022-10-12,2025,West LA,THEFT PLAIN - PETTY ($950 & UNDER),25,F,W,,Invest Cont,SANTA MONICA
"220612740,2022-07-05,2022-07-05,0200,Hollywood,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",24,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1600    CHEROKEE                     AV"
221718404,2022-12-23,2022-11-20,0100,Devonshire,TRESPASSING,22,F,A,,Invest Cont,8900    BALBOA                       BL
220915013,2022-10-14,2022-09-14,1200,Van Nuys,THEFT OF IDENTITY,39,M,B,,Invest Cont,6700    NAGLE                        AV
"220125184,2022-11-24,2022-11-23,1845,Central,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",46,M,B,,Invest Cont,500 S  SAN PEDRO                    ST"
220818682,2022-12-29,2022-12-01,0005,West LA,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),33,F,W,,Invest Cont,1500 S  SALTAIR                      AV
"220617751,2022-10-16,2022-10-15,1215,Hollywood,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",47,F,W,,Invest Cont,2300 N  HIGHLAND                     AV"
221114125,2022-09-20,2022-09-20,1312,Northeast,BURGLARY,36,F,A,,Invest Cont,1900 N  EDGEMONT                     ST
221116295,2022-11-13,2022-11-12,1100,Northeast,VANDALISM - MISDEAMEANOR ($399 OR UNDER),42,M,H,,Adult Arrest,1400 N  ALVARADO                     ST
220312035,2022-06-09,2022-06-09,2100,Southwest,CRIMINAL THREATS - NO WEAPON DISPLAYED,17,F,H,VERBAL THREAT,Invest Cont,1200 W  39TH                         ST
"221220324,2022-09-26,2022-09-26,1100,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,98TH"
"220117985,2022-08-10,2022-08-10,2240,Central,ROBBERY,72,M,O,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,600 S  CENTRAL                      AV"
"221813013,2022-06-20,2022-06-20,2030,Southeast,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",23,F,H,ROCK/THROWN OBJECT,Adult Arrest,ALONDRA"
"221414706,2022-08-03,2022-08-03,1200,Pacific,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",32,M,H,,Invest Cont,4000    LINCOLN                      BL"
220113673,2022-06-06,2022-05-04,2105,Central,THEFT OF IDENTITY,41,M,B,,Invest Cont,100 E  BLOOM                        ST
"220213685,2022-07-21,2022-07-20,0630,Rampart,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",29,F,H,,Invest Cont,7TH"
222011121,2022-06-13,2022-06-13,0705,Olympic,BURGLARY,41,M,W,,Invest Cont,900 S  NEW HAMPSHIRE                AV
220513152,2022-08-31,2022-08-31,2120,Harbor,ROBBERY,14,M,H,HAND GUN,Invest Cont,SHEPARD
220411584,2022-08-03,2022-08-01,1200,Hollenbeck,THEFT OF IDENTITY,38,F,H,,Invest Cont,2500    LINCOLN PARK                 AV
221513410,2022-08-08,2022-08-07,1203,N Hollywood,THEFT OF IDENTITY,38,M,H,,Invest Cont,6500    TUJUNGA                      AV
220700882,2022-10-22,2022-10-21,1430,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),21,X,X,,Invest Cont,5900    VENICE                       BL
221421647,2022-12-29,2022-12-28,2329,Pacific,BURGLARY,65,F,A,,Invest Cont,10900    NATIONAL                     BL
221318900,2022-10-05,2022-10-03,0300,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,M,B,,Invest Cont,3100 S  GRAND                        AV
222012542,2022-07-14,2022-07-13,1800,Olympic,BURGLARY FROM VEHICLE,43,F,H,,Invest Cont,100 S  SERRANO                      AV
"220614469,2022-08-11,2022-08-11,1215,Hollywood,KIDNAPPING - GRAND ATTEMPT,5,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1100    WILCOX                       PL"
222113124,2022-08-16,2022-08-16,1445,Topanga,BURGLARY FROM VEHICLE,40,M,B,,Invest Cont,20900    VENTURA                      BL
221010338,2022-06-13,2022-06-07,2200,West Valley,THEFT OF IDENTITY,20,F,H,,Adult Arrest,15800    STAGG                        ST
"220313948,2022-07-19,2022-07-19,0940,Southwest,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",21,X,X,CONCRETE BLOCK/BRICK,Invest Cont,CRENSHAW                     BL"
"221822627,2022-12-23,2022-12-23,1935,Southeast,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",51,M,H,HAND GUN,Invest Cont,300 E  113TH                        ST"
220121650,2022-10-01,2022-10-01,0840,Central,THEFT PLAIN - PETTY ($950 & UNDER),65,M,B,,Invest Cont,100 W  7TH                          ST
"221709909,2022-06-09,2022-06-09,2258,Devonshire,THEFT PLAIN - PETTY ($950 & UNDER),48,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,9900    OWENSMOUTH                   AV"
220710427,2022-06-14,2022-06-13,1700,Wilshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),44,M,H,,Invest Cont,CRESCENT HEIGHTS
"220817803,2022-12-06,2022-12-06,0840,West LA,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",71,M,W,,Invest Cont,100 N  ANITA                        AV"
"221816438,2022-08-28,2022-08-27,2300,Southeast,""THEFT, PERSON"",23,F,H,,Invest Cont,92ND                         ST"
220911950,2022-07-28,2022-07-25,1730,Van Nuys,BURGLARY FROM VEHICLE,32,F,W,,Invest Cont,MAGNOLIA
"220612371,2022-06-28,2022-06-24,1705,Hollywood,BATTERY - SIMPLE ASSAULT,35,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1500    VINE                         ST"
220218691,2022-10-17,2022-08-07,0722,Rampart,THEFT OF IDENTITY,61,M,W,,Invest Cont,4400    LOCKWOOD                     AV
222110297,2022-06-08,2022-06-06,0700,Topanga,THEFT OF IDENTITY,37,M,B,,Invest Cont,6100    DE SOTO                      AV
220613465,2022-07-20,2022-07-20,1400,Hollywood,BURGLARY FROM VEHICLE,47,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,HAWTHORN
"220510529,2022-06-22,2022-06-22,1130,Harbor,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",22,M,H,HAND GUN,Invest Cont,PARK WESTERN                 AV"
"221614802,2022-12-02,2022-12-02,1500,Foothill,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,13000    KELOWNA                      ST"
231404661,2023-01-03,2022-12-30,1400,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),60,M,W,,Invest Cont,800    SUPERBA                      AV
"221214655,2022-06-13,2022-06-12,2200,77th Street,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",51,F,B,,Invest Cont,1100 W  64TH                         ST"
222018720,2022-09-07,2022-08-17,1830,Olympic,PICKPOCKET,25,M,W,,Invest Cont,3600    WILSHIRE                     BL
220910039,2022-06-06,2022-05-13,1000,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),30,M,O,,Invest Cont,6300    MORSE                        AV
221515389,2022-09-23,2022-09-23,2015,N Hollywood,BURGLARY FROM VEHICLE,34,M,W,,Invest Cont,12800    VENTURA                      BL
"221223352,2022-11-12,2022-11-12,1245,77th Street,ROBBERY,18,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,7100 S  VERMONT                      AV"
220716454,2022-11-11,2022-11-11,2000,Wilshire,TRESPASSING,67,M,W,,Invest Cont,400 S  SAN VICENTE                  BL
"220612258,2022-06-20,2022-06-19,2130,Hollywood,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",43,M,V,,Invest Cont,1700 N  BRONSON                      AV"
221614125,2022-11-08,2022-11-08,0320,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31,M,H,,Invest Cont,12400    GAGER                        ST
220116247,2022-07-15,2022-07-15,1100,Central,BOMB SCARE,38,M,H,BOMB THREAT,Invest Cont,600 S  FIGUEROA                     ST
"221717719,2022-12-08,2022-12-08,1215,Devonshire,BATTERY - SIMPLE ASSAULT,65,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,17200    WESTBURY                     DR"
"220116660,2022-07-21,2022-07-21,2135,Central,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",22,X,X,SEMI-AUTOMATIC PISTOL,Invest Cont,7TH"
"221917724,2022-12-08,2022-12-07,1700,Mission,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",73,F,H,,Invest Cont,15400    CHATSWORTH                   ST"
220510950,2022-07-03,2022-07-02,1830,Harbor,BURGLARY,59,M,H,,Invest Cont,1000 N  MARINE                       AV
222118084,2022-12-23,2022-12-23,0230,Topanga,VANDALISM - MISDEAMEANOR ($399 OR UNDER),49,F,W,,Invest Cont,20600    RUNNYMEDE                    ST
221411910,2022-06-03,2022-06-02,2000,Pacific,EXTORTION,24,M,H,,Invest Cont,11000    PALMS                        BL
221609187,2022-06-06,2022-06-03,0001,Foothill,THEFT OF IDENTITY,25,F,H,,Invest Cont,12600    VAN NUYS                     BL
221314492,2022-07-14,2022-07-14,1455,Newton,VIOLATION OF RESTRAINING ORDER,61,M,H,,Invest Cont,700 E  46TH                         ST
220914301,2022-09-26,2022-09-23,0530,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25,F,W,,Invest Cont,14300    HUSTON                       ST
221215977,2022-07-05,2022-07-02,1212,77th Street,THEFT OF IDENTITY,42,F,B,,Invest Cont,5100    WEST                         BL
220715435,2022-10-17,2022-09-30,1830,Wilshire,THEFT OF IDENTITY,69,M,B,,Invest Cont,VENICE
221312339,2022-06-03,2022-06-03,0001,Newton,THEFT OF IDENTITY,33,F,O,,Invest Cont,200 E  31ST                         ST
"231504045,2023-01-02,2022-12-31,1215,N Hollywood,BATTERY - SIMPLE ASSAULT,56,M,O,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,LANKERSHIM"
221222594,2022-10-30,2022-10-30,1335,77th Street,ROBBERY,37,M,H,SEMI-AUTOMATIC PISTOL,Invest Cont,100 W  MANCHESTER                   AV
"220513901,2022-09-19,2022-09-19,2330,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,47,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1500 N  MARINE                       AV"
221219573,2022-09-13,2022-09-13,0800,77th Street,VIOLATION OF RESTRAINING ORDER,16,F,H,,Invest Cont,1500 W  48TH                         ST
222011518,2022-06-25,2022-06-24,1135,Olympic,VANDALISM - MISDEAMEANOR ($399 OR UNDER),31,M,H,,Invest Cont,3200    MONETTE                      PL
"220511746,2022-07-23,2022-06-02,1200,Harbor,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",23,M,W,,Adult Arrest,1400    BRETT                        PL"
"221822368,2022-12-18,2022-12-18,1300,Southeast,BATTERY - SIMPLE ASSAULT,58,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1600 E  103RD                        ST"
220711854,2022-07-19,2022-07-19,2030,Wilshire,OTHER MISCELLANEOUS CRIME,57,M,W,VERBAL THREAT,Invest Cont,800 N  POINSETTIA                   PL
230808841,2023-04-10,2022-01-01,0001,West LA,THEFT OF IDENTITY,33,M,H,,Invest Cont,2000 S  GARTH                        AV
222012131,2022-07-10,2022-07-10,0200,Olympic,ROBBERY,35,M,O,HAND GUN,Adult Arrest,4TH                          ST
"221916695,2022-11-09,2022-11-09,2120,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,28,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,TUPPER                       ST"
221420949,2022-12-16,2022-12-11,1200,Pacific,THEFT OF IDENTITY,41,F,W,,Invest Cont,8500    TUSCANY                      AV
"221717707,2022-12-11,2022-12-11,1430,Devonshire,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",28,M,B,,Invest Cont,9900    LURLINE                      AV"
231904159,2023-01-05,2022-12-30,1300,Mission,CRIMINAL THREATS - NO WEAPON DISPLAYED,33,F,H,VERBAL THREAT,Invest Cont,12800    SAN FERNANDO                 RD
221110938,2022-06-28,2022-06-27,0230,Northeast,VEHICLE - ATTEMPT STOLEN,45,F,H,,Invest Cont,3200    VERDUGO                      RD
220118502,2022-08-17,2022-08-11,0634,Central,THEFT OF IDENTITY,46,M,W,,Invest Cont,1800    INDUSTRIAL                   ST
"231712040,2023-06-20,2022-11-11,1200,Devonshire,""BUNCO, GRAND THEFT"",19,F,H,,Invest Cont,21000    GRESHAM                      ST"
220516223,2022-11-21,2022-10-17,1553,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),84,M,W,,Invest Cont,400 W  17TH                         ST
"221718347,2022-12-27,2022-12-27,1800,Devonshire,OTHER ASSAULT,29,F,O,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,9300    TAMPA                        AV"
221516917,2022-11-02,2022-11-02,1400,N Hollywood,BATTERY - SIMPLE ASSAULT,28,F,O,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,5300    SATSUMA                      AV
222013873,2022-08-17,2022-08-15,2120,Olympic,VANDALISM - MISDEAMEANOR ($399 OR UNDER),69,M,A,,Adult Other,1000    IROLO                        ST
"221515045,2022-09-19,2022-09-14,1500,N Hollywood,BATTERY - SIMPLE ASSAULT,13,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,6500    LAUREL CANYON                BL"
221712877,2022-08-27,2022-07-26,0700,Devonshire,THEFT OF IDENTITY,61,M,W,,Invest Cont,16000    HORACE                       ST
220916622,2022-11-27,2022-10-18,1200,Van Nuys,EXTORTION,25,M,A,,Invest Cont,14700    VENTURA                      BL
