DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
"230505265,2023-02-03,2022-10-01,1000,Harbor,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),13,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Juv Arrest,1700    GULF                         AV"
"220409582,2022-06-08,2022-06-08,1450,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT,44,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,2900    SUSSEX                       LN"
"220811491,2022-07-02,2022-07-02,1230,West LA,INTIMATE PARTNER - SIMPLE ASSAULT,41,M,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,1100 S  SHERBOURNE                   DR"
"220712793,2022-08-09,2022-08-08,2200,Wilshire,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",46,M,W,,Invest Cont,1600    HI POINT                     ST"
221517938,2022-11-29,2022-11-28,1400,N Hollywood,BIKE - STOLEN,22,F,B,,Invest Cont,4600    COLDWATER CANYON             AV
221115472,2022-10-24,2022-09-24,0900,Northeast,DOCUMENT FORGERY / STOLEN FELONY,74,F,O,,Invest Cont,4900    HIGHLAND VIEW                AV
221012417,2022-08-03,2022-07-29,1000,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,M,W,,Invest Cont,5100    AVENIDA HACIENDA
"221318751,2022-10-04,2022-10-04,1300,Newton,BATTERY - SIMPLE ASSAULT,48,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,WASHINGTON                   BL"
"221320255,2022-11-01,2022-11-01,2345,Newton,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,300 W  47TH                         ST"
220412627,2022-08-27,2022-08-26,0900,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44,M,H,,Invest Cont,4200    VIA MARISOL
"230104310,2022-12-30,2022-12-18,2100,Central,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",29,M,B,,Invest Cont,600 S  SPRING                       ST"
"220616043,2022-09-14,2022-08-29,0130,Hollywood,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",28,M,A,BOTTLE,Invest Cont,5100    HOLLYWOOD                    BL"
221511968,2022-07-06,2022-07-05,1440,N Hollywood,THEFT OF IDENTITY,30,F,B,,Invest Cont,11900    BURBANK                      BL
"220513867,2022-09-18,2022-09-18,2230,Harbor,ROBBERY,24,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,300 W  PACIFIC COAST                HY"
"221215550,2022-07-11,2022-07-11,1800,77th Street,BATTERY - SIMPLE ASSAULT,18,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,6100 S  HARVARD                      BL"
221510750,2022-06-07,2022-06-07,1500,N Hollywood,ROBBERY,24,M,O,HAND GUN,Invest Cont,11500    MOORPARK                     ST
220120055,2022-09-09,2022-08-25,2300,Central,ROBBERY,37,M,H,SIMULATED GUN,Invest Cont,5TH                          ST
"220314812,2022-08-08,2022-08-08,1200,Southwest,""THEFT, PERSON"",82,M,B,,Invest Cont,3800 S  BURNSIDE                     AV"
221917496,2022-12-02,2022-12-02,1230,Mission,BRANDISH WEAPON,42,F,H,HAND GUN,Invest Cont,RAYEN
222112392,2022-08-01,2022-08-01,0410,Topanga,BURGLARY,35,M,X,HAMMER,Invest Cont,7600    FALLBROOK                    AV
"220517577,2022-12-31,2022-12-30,1300,Harbor,BATTERY - SIMPLE ASSAULT,40,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,ANAHEIM                      ST"
"221012332,2022-08-02,2022-08-02,0018,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,7400    RESEDA                       BL"
222114244,2022-09-12,2022-09-12,1315,Topanga,THEFT OF IDENTITY,57,F,W,,Invest Cont,5500    OWENSMOUTH                   AV
220126963,2022-12-23,2022-12-23,1400,Central,BRANDISH WEAPON,9,M,H,MACHETE,Adult Arrest,WALL                         ST
221315436,2022-08-03,2022-08-02,1800,Newton,BURGLARY FROM VEHICLE,36,F,H,,Invest Cont,4200 S  CENTRAL                      AV
"220115290,2022-06-30,2022-06-04,2000,Central,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",33,M,H,,Invest Cont,700 S  GRAND                        AV"
"221600718,2022-07-04,2022-07-04,1330,Foothill,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,11700    FOOTHILL                     BL"
231504591,2023-01-16,2022-01-13,1930,N Hollywood,BURGLARY FROM VEHICLE,55,F,H,,Invest Cont,13000    VICTORY                      BL
220911014,2022-07-03,2022-07-02,2030,Van Nuys,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),11,M,H,FOLDING KNIFE,Adult Other,14200    ERWIN                        ST
221712646,2022-06-30,2022-06-29,2100,Devonshire,THEFT OF IDENTITY,59,M,W,,Invest Cont,20200    VIA MADRIGAL
231907687,2023-04-05,2022-12-19,1600,Mission,THEFT OF IDENTITY,20,M,H,,Invest Cont,13300    PHILLIPPI                    AV
"221820353,2022-11-07,2022-11-06,1140,Southeast,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",37,M,B,,Invest Cont,104TH                        ST"
221900969,2022-12-27,2022-12-25,1120,Mission,BURGLARY FROM VEHICLE,27,M,H,,Adult Other,9300    VAN NUYS                     BL
"220509805,2022-06-03,2022-05-27,2000,Harbor,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",38,F,H,,Adult Other,1300    252ND                        ST"
221913691,2022-08-26,2022-08-26,0150,Mission,VIOLATION OF RESTRAINING ORDER,26,F,W,,Adult Other,8100    VAN NUYS                     BL
"220127263,2022-12-28,2022-12-28,1940,Central,BATTERY - SIMPLE ASSAULT,45,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,6TH"
221312238,2022-06-02,2022-06-01,1230,Newton,THEFT OF IDENTITY,30,F,I,,Invest Cont,700 E  WASHINGTON                   BL
221321300,2022-11-22,2022-11-21,1500,Newton,VANDALISM - MISDEAMEANOR ($399 OR UNDER),38,F,H,,Invest Cont,4000    WALL                         ST
221016572,2022-11-16,2022-11-16,1300,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),77,F,W,,Invest Cont,6600    BERTRAND                     AV
220714638,2022-09-28,2022-09-28,0800,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),40,M,W,,Invest Cont,1500    HAUSER                       BL
"221224929,2022-12-11,2022-12-11,1130,77th Street,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1100 W  84TH                         PL"
220913888,2022-09-16,2022-09-16,0545,Van Nuys,CRIMINAL THREATS - NO WEAPON DISPLAYED,45,F,O,VERBAL THREAT,Invest Cont,14500    BURBANK                      BL
220515034,2022-10-19,2022-10-19,0130,Harbor,BURGLARY FROM VEHICLE,38,M,H,,Invest Cont,800    SIGSBEE                      AV
221710683,2022-06-21,2022-06-17,1000,Devonshire,BURGLARY FROM VEHICLE,56,F,W,,Invest Cont,20100    ROSCOE                       BL
222110168,2022-06-06,2022-06-01,0001,Topanga,THEFT OF IDENTITY,29,M,B,,Invest Cont,22100    CLARENDON                    ST
"221716967,2022-12-05,2022-11-18,2130,Devonshire,INTIMATE PARTNER - AGGRAVATED ASSAULT,65,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,9700    GLADBECK                     AV"
221420901,2022-12-14,2022-12-14,1150,Pacific,BURGLARY,80,M,W,,Invest Cont,11900    WESTMINSTER                  PL
220713630,2022-09-02,2022-09-01,0040,Wilshire,THEFT OF IDENTITY,33,F,W,,Adult Arrest,100 N  LARCHMONT                    BL
"220616132,2022-09-15,2022-02-14,2200,Hollywood,""THEFT, PERSON"",49,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,HOLLYWOOD                    BL"
"220913961,2022-09-17,2022-09-15,1530,Van Nuys,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",45,M,O,,Invest Cont,4900    KESTER                       AV"
"220514533,2022-10-05,2022-10-05,1500,Harbor,BATTERY - SIMPLE ASSAULT,57,F,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,700    NEW DOCK                     ST"
221910880,2022-06-16,2022-06-15,1400,Mission,ATTEMPTED ROBBERY,36,F,H,VERBAL THREAT,Adult Other,14600    PARTHENIA                    ST
231410779,2022-09-19,2022-09-19,0100,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38,M,W,,Invest Cont,6100 W  94TH                         ST
"220113706,2022-06-07,2022-06-04,1245,Central,BATTERY - SIMPLE ASSAULT,60,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,OLYMPIC"
221221409,2022-10-03,2022-10-03,1515,77th Street,THEFT OF IDENTITY,41,F,B,,Invest Cont,1000 W  62ND                         ST
221320762,2022-11-09,2022-11-09,1930,Newton,BURGLARY FROM VEHICLE,28,M,W,,Invest Cont,VIOLET                       ST
"221813936,2022-07-07,2022-07-07,1200,Southeast,BATTERY - SIMPLE ASSAULT,63,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,600 E  MANCHESTER                   AV"
220117743,2022-08-07,2022-08-07,0020,Central,BURGLARY,69,M,B,,Adult Other,800 S  FLOWER                       ST
"221917787,2022-12-10,2022-12-10,2040,Mission,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",38,F,W,,Invest Cont,15900    YARNELL                      ST"
221420506,2022-12-12,2022-11-22,1321,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),32,F,W,,Invest Cont,4200    GLENCOE                      AV
221417148,2022-10-01,2022-09-29,1800,Pacific,BURGLARY FROM VEHICLE,48,M,O,,Invest Cont,5700 W  CENTINELA                    AV
"222014948,2022-09-07,2022-09-07,1700,Olympic,BATTERY - SIMPLE ASSAULT,29,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,500 S  WESTERN                      AV"
"220620701,2022-12-29,2022-12-29,2230,Hollywood,ROBBERY,28,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,SANTA MONICA"
221313407,2022-06-24,2022-06-23,0055,Newton,VIOLATION OF RESTRAINING ORDER,31,F,B,,Adult Other,4800    AVALON                       BL
221114210,2022-09-22,2022-09-21,2130,Northeast,BURGLARY,39,F,W,,Invest Cont,4400    MONT EAGLE                   PL
221014259,2022-09-20,2022-09-19,1930,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),57,M,W,,Invest Cont,5500    LINDLEY                      AV
"221114781,2022-10-06,2022-10-06,1500,Northeast,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",55,F,H,HAND GUN,Invest Cont,RIVERSIDE"
221117822,2022-12-25,2022-12-21,1823,Northeast,THEFT PLAIN - PETTY ($950 & UNDER),24,M,H,,Invest Cont,1200 N  EDGEMONT                     ST
"221223894,2022-11-20,2022-09-01,1800,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,20,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Other,6500 S  VERMONT                      AV"
220211240,2022-06-01,2022-06-01,1320,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,22,F,B,VERBAL THREAT,Invest Cont,7TH                          ST
"220113483,2022-06-02,2022-06-02,1255,Central,INTIMATE PARTNER - SIMPLE ASSAULT,24,M,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,700 W  9TH                          ST"
222112498,2022-08-03,2022-08-01,0005,Topanga,THEFT OF IDENTITY,26,M,W,,Invest Cont,7700    JASON                        AV
221223174,2022-11-03,2022-11-03,0630,77th Street,THEFT OF IDENTITY,32,F,H,,Invest Cont,6700    7TH                          AV
221420745,2022-10-19,2022-10-18,1825,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,M,B,,Invest Cont,5200 W  CENTURY                      BL
222014094,2022-08-21,2022-08-20,2200,Olympic,BURGLARY,44,F,A,,Invest Cont,500 S  VAN NESS                     AV
"221318046,2022-09-21,2022-09-20,1905,Newton,INTIMATE PARTNER - SIMPLE ASSAULT,26,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1000 E  33RD                         ST"
"220612166,2022-06-24,2022-06-23,2330,Hollywood,BATTERY - SIMPLE ASSAULT,27,F,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1500 N  CAHUENGA                     BL"
"222112284,2022-07-29,2022-07-29,0530,Topanga,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",60,F,W,,Invest Cont,6600    TOPANGA CANYON               BL"
220916002,2022-11-10,2022-11-09,1950,Van Nuys,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),39,M,H,,Invest Cont,6300    VAN NUYS                     BL
221715482,2022-09-09,2022-09-09,0400,Devonshire,THEFT PLAIN - PETTY ($950 & UNDER),55,M,H,,Invest Cont,11100    BALBOA                       BL
221219607,2022-09-13,2022-09-13,0915,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,40,F,B,VERBAL THREAT,Adult Other,6100    EILEEN                       AV
221015570,2022-10-23,2022-10-23,2025,West Valley,BATTERY - SIMPLE ASSAULT,22,M,H,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,16000    LEADWELL                     ST
221514267,2022-08-29,2022-08-25,1725,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),28,F,W,,Invest Cont,12300    DEBBY                        ST
221912327,2022-07-23,2022-07-23,0044,Mission,THEFT PLAIN - PETTY ($950 & UNDER),47,M,H,,Invest Cont,14000    FOOTHILL                     BL
222013469,2022-08-06,2022-08-05,1400,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),24,M,B,,Invest Cont,1200    ARAPAHOE                     ST
220122872,2022-10-09,2022-10-01,1525,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER),25,M,H,,Invest Cont,600 S  BROADWAY
"220114682,2022-06-17,2022-06-16,0250,Central,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,A,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,100 S  FIGUEROA                     ST"
"220315325,2022-08-17,2022-08-12,1300,Southwest,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",20,M,W,,Invest Cont,2800    ELLENDALE                    PL"
220414911,2022-11-02,2022-11-02,0405,Hollenbeck,BRANDISH WEAPON,29,M,H,HAND GUN,Invest Cont,300 N  BREED                        ST
221814129,2022-07-11,2022-07-11,2020,Southeast,THEFT PLAIN - PETTY ($950 & UNDER),53,M,H,,Invest Cont,IMPERIAL                     HY
220715278,2022-10-14,2022-10-04,0300,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),42,M,B,,Invest Cont,1700    STEARNS                      DR
220411581,2022-08-03,2022-08-01,0110,Hollenbeck,THEFT OF IDENTITY,19,F,H,,Invest Cont,5200    CRONUS                       ST
"221812212,2022-06-06,2022-06-02,1900,Southeast,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",36,M,H,,Invest Cont,11500    SUCCESS                      AV"
220509811,2022-06-03,2022-06-03,1800,Harbor,VIOLATION OF RESTRAINING ORDER,52,F,H,,Adult Arrest,1000    BROAD                        AV
221516073,2022-10-12,2022-10-12,1000,N Hollywood,THEFT OF IDENTITY,36,F,W,,Invest Cont,7600    FULTON                       AV
"220612310,2022-06-27,2022-06-26,2200,Hollywood,BATTERY - SIMPLE ASSAULT,34,M,W,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,5900    HOLLYWOOD                    BL"
221412853,2022-06-22,2022-06-14,1645,Pacific,THEFT PLAIN - PETTY ($950 & UNDER),27,M,W,,Invest Cont,3600    WESTWOOD                     BL
"221416642,2022-09-16,2022-09-03,1600,Pacific,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",39,F,B,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,400    WORLD                        WY"
221218890,2022-09-03,2022-09-03,0017,77th Street,CRIMINAL HOMICIDE,63,M,B,KNIFE WITH BLADE 6INCHES OR LESS,Adult Arrest,300 W  77TH                         ST
221321582,2022-11-28,2022-11-16,2130,Newton,THEFT PLAIN - PETTY ($950 & UNDER),38,M,K,,Invest Cont,7TH                          PL
221416201,2022-09-07,2022-09-03,1000,Pacific,BURGLARY,75,F,O,,Invest Cont,3700    GREENFIELD                   AV
"221316328,2022-08-19,2022-08-18,1900,Newton,BATTERY - SIMPLE ASSAULT,25,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,100 E  71ST                         ST"
220710235,2022-06-09,2022-06-07,1235,Wilshire,THEFT OF IDENTITY,57,M,B,,Invest Cont,1600 S  SIERRA BONITA                AV
"220413786,2022-10-02,2022-10-02,0045,Hollenbeck,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",49,M,W,HAND GUN,Invest Cont,2200    NORFOLK                      ST"
221609221,2022-06-03,2022-06-03,1202,Foothill,THEFT OF IDENTITY,38,F,H,,Invest Cont,8400    RINCON                       AV
"220315937,2022-08-30,2022-08-30,1115,Southwest,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",35,F,H,,Invest Cont,3700 S  LA BREA                      AV"
"221117436,2022-12-14,2022-12-14,0250,Northeast,BURGLARY FROM VEHICLE,71,M,A,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,FOUNTAIN                     AV"
221016603,2022-11-17,2022-10-25,1100,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),86,M,W,,Invest Cont,17900    SHERMAN                      WY
221614530,2022-11-23,2022-11-23,2340,Foothill,CRIMINAL THREATS - NO WEAPON DISPLAYED,20,F,W,VERBAL THREAT,Adult Arrest,7200    ESTEPA                       DR
"221101024,2022-12-14,2022-12-13,1430,Northeast,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",41,M,H,,Invest Cont,5400    GRIFFITH PARK                DR"
"221611164,2022-08-06,2022-08-06,0440,Foothill,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Adult Arrest,9500    CRANFORD                     AV"
221217969,2022-08-06,2022-08-04,0128,77th Street,THEFT PLAIN - PETTY ($950 & UNDER),64,F,H,,Invest Cont,1000 W  52ND                         ST
220126872,2022-12-22,2022-12-22,0530,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),54,M,B,,Invest Cont,500 S  LOS ANGELES                  ST
220916414,2022-11-21,2022-11-13,2345,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,M,B,,Invest Cont,4300    ALLOTT                       AV
"220513486,2022-09-08,2022-09-08,1600,Harbor,BATTERY - SIMPLE ASSAULT,15,M,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,13TH"
220219516,2022-10-31,2022-10-31,1015,Rampart,VANDALISM - MISDEAMEANOR ($399 OR UNDER),57,M,H,,Adult Other,1900    KENT                         ST
221013936,2022-09-09,2022-09-09,0615,West Valley,THEFT OF IDENTITY,25,M,W,,Invest Cont,6900    TOPEKA                       DR
"221421151,2022-12-15,2022-12-15,1035,Pacific,BATTERY - SIMPLE ASSAULT,61,M,B,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,400    WORLD                        WY"
221219203,2022-09-07,2022-09-07,0001,77th Street,BURGLARY,29,M,W,,Invest Cont,6600 S  HOOVER                       ST
221415089,2022-08-05,2022-08-05,0700,Pacific,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),36,F,O,,Invest Cont,13100    LAKE                         ST
221316960,2022-09-02,2022-09-02,1030,Newton,THEFT OF IDENTITY,25,F,B,,Invest Cont,2700 S  GRAND                        AV
220410772,2022-07-11,2022-07-06,1400,Hollenbeck,THEFT OF IDENTITY,69,M,H,,Invest Cont,600 S  ST LOUIS                     ST
220713104,2022-08-20,2022-08-20,0810,Wilshire,TRESPASSING,43,M,W,,Invest Cont,500    CHEROKEE                     AV
231805902,2023-02-06,2022-01-31,2100,Southeast,THEFT OF IDENTITY,27,F,B,,Invest Cont,10700 S  CENTRAL                      AV
"220313509,2022-07-10,2022-07-10,0830,Southwest,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",58,M,B,HAND GUN,Adult Arrest,NORMANDIE                    AV"
221612401,2022-09-15,2022-09-13,1200,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),63,M,W,,Invest Cont,8600    SAN FERNANDO                 RD
"221222438,2022-10-27,2022-10-27,0720,77th Street,ROBBERY,45,M,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1800 W  SLAUSON                      AV"
221511176,2022-06-16,2022-06-16,1030,N Hollywood,CONTEMPT OF COURT,65,M,W,,Invest Cont,10500    CALIFA                       ST
"220517168,2022-12-17,2022-12-17,1835,Harbor,BATTERY - SIMPLE ASSAULT,50,F,H,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",Invest Cont,1500    ANAHEIM                      ST"
221117531,2022-12-13,2022-12-13,0610,Northeast,BURGLARY FROM VEHICLE,48,M,A,,Invest Cont,2600 N  VERMONT                      AV
"220411801,2022-08-09,2022-08-08,2120,Hollenbeck,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",29,F,H,OTHER KNIFE,Adult Arrest,400 S  SAVANNAH                     ST"
"221815203,2022-08-03,2022-08-03,0700,Southeast,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",20,M,H,VEHICLE,Invest Cont,700 W  IMPERIAL                     HY"
222011785,2022-06-29,2022-05-27,1620,Olympic,BURGLARY FROM VEHICLE,53,F,H,,Invest Cont,900 S  HOBART                       BL
"221225604,2022-12-18,2022-12-18,1845,77th Street,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",38,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,62ND                         ST"
222000775,2022-06-16,2022-06-16,1930,Olympic,ROBBERY,36,M,B,PIPE/METAL PIPE,Invest Cont,NORMANDIE                    AV
221819622,2022-10-24,2022-09-23,0800,Southeast,THEFT OF IDENTITY,45,F,B,,Invest Cont,600 E  113TH                        ST
221716466,2022-11-20,2022-11-20,1605,Devonshire,BURGLARY FROM VEHICLE,32,F,W,,Invest Cont,DEARBORN
221513898,2022-08-22,2022-03-22,1900,N Hollywood,THEFT OF IDENTITY,21,F,W,,Invest Cont,5200    CORTEEN                      PL
"221910942,2022-06-17,2022-06-17,1000,Mission,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",46,F,H,STUN GUN,Invest Cont,15300    PLUMMER                      ST"
"220118885,2022-08-22,2022-08-18,1600,Central,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",64,F,A,,Invest Cont,900 W  OLYMPIC                      BL"
